epoch,elapsed_s,cpu_used_pct,load1,load5,load15,mem_used_mb,mem_avail_mb,swap_used_mb,nproc_zephyr,rss_zephyr_mb,open_fds,gw_cpu_millicores,gw_mem_mi
1781952053.868,93.5,81.74,13.26,19.82,46.19,7728.5,119174.8,0.3,0,0.0,5216,1,8
1781952056.868,96.5,97.3,15.0,20.08,46.13,7775.5,119127.8,0.3,0,0.0,5408,0,8
1781952059.868,99.5,96.71,15.0,20.08,46.13,7775.2,119128.2,0.3,0,0.0,5472,0,8
1781952062.868,102.5,98.75,16.6,20.32,46.07,7873.8,119029.6,0.3,0,0.0,5536,0,8
1781952065.868,105.5,98.28,16.6,20.32,46.07,7844.6,119058.7,0.3,0,0.0,5600,0,8
1781952068.868,108.5,98.27,18.31,20.62,46.02,7970.9,118932.4,0.3,0,0.0,5600,0,8
1781952071.868,111.5,97.79,20.13,20.96,46.0,7912.7,118990.7,0.3,0,0.0,5536,0,8
1781952074.869,114.5,97.58,20.13,20.96,46.0,7821.5,119081.8,0.3,0,0.0,5600,0,8
1781952077.869,117.5,97.95,21.64,21.26,45.96,7745.2,119158.1,0.3,0,0.0,5600,0,8
1781952080.869,120.5,98.81,21.64,21.26,45.96,7744.6,119158.7,0.3,0,0.0,5536,1,11
1781952083.869,123.5,98.44,22.95,21.53,45.92,7823.9,119079.5,0.3,0,0.0,5728,1,11
1781952086.869,126.5,98.01,24.16,21.81,45.87,7784.3,119119.1,0.3,0,0.0,5984,1,11
1781952089.869,129.5,98.24,24.16,21.81,45.87,7849.8,119053.5,0.3,0,0.0,5984,1,11
1781952092.869,132.5,97.92,24.87,21.99,45.8,7877.7,119025.5,0.3,0,0.0,5856,0,11
1781952095.869,135.5,91.54,24.87,21.99,45.8,7853.7,119049.5,0.3,0,0.0,5792,0,11
1781952098.872,138.5,97.88,25.68,22.21,45.75,7804.8,119098.4,0.3,0,0.0,5600,0,11
1781952101.872,141.5,97.89,26.5,22.44,45.69,7880.5,119022.6,0.3,0,0.0,5664,0,11
1781952104.872,144.5,98.27,26.5,22.44,45.69,7878.2,119025.0,0.3,0,0.0,5728,2,14
1781952107.872,147.5,98.55,27.42,22.7,45.65,7836.6,119066.5,0.3,0,0.0,5856,2,14
1781952110.872,150.5,90.06,27.42,22.7,45.65,8032.1,118871.0,0.3,0,0.0,5728,2,14
1781952113.873,153.5,95.14,31.72,23.67,45.84,7924.5,118978.6,0.3,0,0.0,5536,2,14
1781952116.873,156.5,75.15,29.42,23.32,45.61,7928.2,118974.8,0.3,0,0.0,5536,2,14
1781952119.873,159.5,73.14,29.42,23.32,45.61,7893.1,119009.9,0.3,0,0.0,5472,2,14
1781952122.873,162.5,98.62,29.86,23.52,45.55,7963.7,118939.4,0.3,0,0.0,5536,2,14
1781952125.873,165.5,98.17,29.86,23.52,45.55,7938.8,118964.2,0.3,0,0.0,5536,2,14
1781952128.876,168.5,97.76,30.27,23.71,45.5,7900.8,119002.2,0.3,0,0.0,5600,2,14
1781952131.876,171.5,98.51,30.97,23.96,45.46,7850.9,119052.2,0.3,0,0.0,5536,2,14
1781952134.876,174.5,98.26,30.97,23.96,45.46,7911.1,118992.0,0.3,0,0.0,5600,2,14
1781952137.876,177.5,98.42,31.38,24.16,45.41,7940.4,118962.6,0.3,0,0.0,5536,2,14
1781952140.877,180.5,98.38,31.38,24.16,45.41,7881.5,119021.5,0.3,0,0.0,5664,0,14
1781952143.877,183.5,98.32,31.59,24.33,45.35,7893.4,119009.6,0.3,0,0.0,5984,0,14
1781952146.879,186.5,98.1,31.78,24.49,45.29,7931.1,118972.0,0.3,0,0.0,6112,0,14
1781952149.879,189.5,98.2,31.78,24.49,45.29,7905.9,118997.1,0.3,0,0.0,5984,0,14
1781952152.879,192.5,98.61,32.28,24.71,45.25,7981.2,118921.8,0.3,0,0.0,6048,1,16
1781952155.879,195.5,98.39,32.28,24.71,45.25,7877.0,119026.0,0.3,0,0.0,6048,1,16
1781952158.881,198.5,98.28,32.82,24.95,45.21,7872.2,119030.7,0.3,0,0.0,6112,1,16
1781952161.881,201.5,98.34,33.31,25.18,45.18,7947.6,118955.3,0.3,0,0.0,6240,1,16
1781952164.881,204.5,98.44,33.31,25.18,45.18,7880.3,119035.5,0.3,44,1557.1,6496,0,16
1781952167.899,207.5,98.08,38.89,26.47,45.49,8553.8,118729.6,0.3,551,19466.7,9952,0,16
1781952170.914,210.6,97.25,38.89,26.47,45.49,9302.2,118267.9,0.3,826,29170.5,12256,0,16
1781952173.926,213.6,94.39,49.55,28.89,46.17,9758.5,118032.8,0.3,1000,35506.1,13600,0,16
1781952176.926,216.6,90.55,51.99,29.74,46.35,9950.1,117842.1,0.3,1000,35522.3,14048,35,24
1781952179.93,219.6,93.72,51.99,29.74,46.35,10130.0,117662.5,0.3,1000,35522.3,14176,35,24
1781952182.931,222.6,90.13,57.52,31.25,46.75,10167.9,117624.8,0.3,1000,35522.3,14240,35,24
1781952185.931,225.6,93.27,57.52,31.25,46.75,10096.2,117696.6,0.3,1000,35522.3,14112,35,24
1781952188.931,228.6,91.43,60.76,32.36,47.03,10139.8,117653.1,0.3,1000,35522.3,14176,35,24
1781952191.931,231.6,93.02,67.35,34.2,47.55,10167.5,117625.4,0.3,1000,35522.3,14240,35,24
1781952194.931,234.6,93.09,67.35,34.2,47.55,10021.9,117771.1,0.3,1000,35522.4,14240,35,24
1781952197.931,237.6,93.69,79.25,37.22,48.45,9888.9,117904.2,0.3,1000,35524.2,14304,35,24
1781952200.931,240.6,92.77,79.25,37.22,48.45,9887.1,117905.6,0.3,1000,35525.3,14432,624,33
1781952203.931,243.6,92.81,85.4,39.19,49.03,9810.3,117982.5,0.3,1000,35526.2,14752,624,33
1781952206.932,246.6,92.68,97.54,42.47,50.04,9803.5,117989.3,0.3,1000,35526.3,14880,624,33
1781952209.932,249.6,91.54,97.54,42.47,50.04,9910.3,117882.4,0.3,1000,35526.3,14816,624,33
1781952212.932,252.6,94.57,98.77,43.64,50.38,9905.4,117887.3,0.3,1000,35526.3,14432,93,30
1781952215.932,255.6,93.76,98.77,43.64,50.38,9895.6,117897.1,0.3,1000,35526.3,14368,93,30
1781952218.933,258.6,94.62,94.95,43.77,50.38,9796.2,117996.4,0.3,1000,35526.3,14304,93,30
1781952221.933,261.6,94.61,100.48,45.76,50.99,9773.0,118019.6,0.3,1000,35526.3,14176,93,30
1781952224.933,264.6,93.82,100.48,45.76,50.99,9803.6,117989.1,0.3,1000,35526.3,14176,608,45
1781952227.933,267.6,92.76,109.01,48.44,51.83,9769.4,118023.7,0.3,1000,35526.3,14368,608,45
1781952230.933,270.6,93.92,109.01,48.44,51.83,9874.5,117918.7,0.3,1000,35526.4,14496,608,45
1781952233.933,273.6,94.77,109.01,49.45,52.14,9798.3,117994.9,0.3,1000,35526.4,14496,608,45
